Gender,Height,Weight,Age
Male,67.73896347,178.1705556,40
Male,71.7057626,223.2993352,44
Male,63.6322646,167.0287067,52
Male,68.72119846,180.468682,44
Male,66.94934165,164.4391456,40
Male,62.70698974,149.9696184,47
Male,72.25840892,192.9102666,50
Male,70.90865306,201.8839987,46
Male,67.6098436,179.868026,42
Male,70.80155896,196.4677247,43
Male,69.30476905,187.5516495,40
Male,66.24289834,171.6931597,42
Male,67.49219298,191.6996048,49
Male,65.80624829,165.8506478,40
Male,71.44370566,185.6627413,47
Male,68.46440582,178.2818007,50
Male,63.9879246,150.9790513,41
Male,71.00189769,209.9293234,44
Male,68.13972419,174.1578043,39
Male,68.39540025,179.8789771,43
Male,68.09621975,167.7471412,40
Male,68.14059036,183.0446604,49
Male,68.86009031,169.5568208,40
Male,66.14885254,173.4316727,40
Male,66.20603205,180.8895546,52
Male,67.43212021,183.5089329,23
Male,69.47110603,205.9779102,23
Male,70.51585969,183.7598452,24
Male,71.33837604,201.9544955,24
Male,71.00194477,216.1200947,25
Male,66.20234771,159.3903237,25
Male,72.54330705,210.3364247,26
Male,67.47935176,178.6183502,26
Male,65.35041056,146.7397976,26
Male,70.84406242,195.937015,27
Male,69.93847526,170.1758538,27
Male,64.73981548,169.6540541,27
Male,69.30840288,198.3786936,28
Male,68.83846286,179.9077169,28
Male,61.93732327,147.2636865,28
Male,68.59333554,176.9842511,30
Male,65.21857558,185.4677884,31
Male,64.33364811,177.4938023,31
Male,68.7489067,169.8274774,33
Male,72.4896554,198.5816982,33
Male,67.23393092,203.3503393,34
Male,67.26360484,193.2176727,34
Male,65.11850428,178.1349452,35
Male,66.26282004,162.7795834,35
Male,67.70167966,159.2865106,35
Male,65.53069597,172.114312,35
Male,69.86896981,201.8370426,35
Male,68.48187536,170.3523296,35
Male,72.21396335,205.3897607,35
Male,68.17953269,169.7877681,35
Male,71.98120654,200.4373105,36
Male,66.06513673,178.588954,36
Male,66.65616417,168.0140297,37
Male,67.5994242,177.7664258,37
Male,68.24594409,193.277624,37
Male,64.80862144,162.3795406,38
Male,67.49221827,183.3838244,39
Male,68.18073071,181.0560953,39
Male,69.5533849,210.871799,40
Male,66.40224967,165.5684991,40
Male,66.59215711,196.1484498,40
Male,71.93588658,202.0464252,40
Male,68.28704173,170.4136025,40
Male,69.9554512,201.9480853,41
Male,71.85112915,193.3869846,41
Male,65.75549864,179.8556896,41
Male,67.03185208,156.489935,41
Male,76.70983486,235.0354188,41
Male,72.57112137,230.560535,42
Male,69.7288049,203.895655,42
Male,72.799224,218.2163966,42
Male,72.53935407,222.6671779,42
Male,72.29474338,208.4748659,42
Male,67.25332482,180.77978,42
Male,75.94446038,231.9247485,42
Male,66.31623192,170.5938581,42
Male,71.15605349,188.2714563,43
Male,71.19220229,196.0615292,43
Male,72.19751201,214.6035842,43
Male,75.14082143,224.1242713,43
Male,64.41152936,158.5793973,44
Male,64.73442436,166.5011147,44
Male,63.41458714,160.1406156,44
Male,67.84866523,176.1726343,44
Male,65.93178483,174.4852947,47
Male,70.96655044,193.9064988,47
Male,67.58074728,186.9916067,47
Male,68.58927044,173.5957961,49
Male,70.32475344,193.3465603,49
Male,72.39448041,208.436509,49
Male,70.82085671,206.0329778,50
Male,65.90330126,172.575231,50
Male,74.79537502,232.6354028,51
Male,67.68091903,177.2401455,51
Male,67.15596277,175.6466902,51
Male,71.77484122,212.6261023,52
Male,64.66523194,166.969204,53
Male,68.12276836,196.4144153,54
Male,66.78692724,165.4312422,54
Male,66.80584984,176.5658186,54
Male,67.8860138,174.6520347,55
Male,69.17357692,195.2375293,55
Male,70.22492333,205.6844384,55
Male,64.85579918,158.3414424,55
Male,67.82109327,169.0810083,55
Male,63.44024747,135.6558759,56
Male,71.84843485,218.1574695,56
Male,66.72807365,155.8995413,57
Male,71.96830565,201.5281774,57
Male,76.02134748,235.9260606,58
Male,71.47610128,195.3926176,58
Male,67.36980864,176.6361636,60
Male,70.55524376,198.4602486,62
Male,69.86710128,185.71691,62
Male,67.94757004,177.3477798,63
Male,74.10455886,215.7597035,64
Male,69.1678363,187.0224203,65
Male,66.55722857,171.5878843,65
Male,66.70160499,172.8398091,65
Male,67.24606495,168.2802869,66
Male,69.05138548,163.8204889,67
Male,70.67274718,190.0234342,67
Male,65.49899512,156.8699517,68
Male,65.18722085,172.6064826,69
Male,67.56814301,169.063983,70
Male,73.81538569,231.3745081,72
Male,71.60656421,207.2504768,72
Male,67.72474924,172.1527722,72
Male,68.23113195,199.827758,74
Male,65.92942171,168.0904122,23
Male,71.54849571,197.8196148,22
Male,69.16438112,196.892315,22
Male,68.59765932,180.2217801,26
Male,71.05751089,189.1340124,24
Male,63.64405958,158.4227173,24
Male,71.1824554,208.9226827,26
Male,66.12867317,187.1411195,25
Male,65.05737312,157.5824315,25
Male,68.09137436,181.644445,23
Male,70.9931439,204.7466782,26
Male,74.22117488,231.1301898,27
Male,69.32711818,186.2584296,32
Male,64.93134219,181.0938696,30
Male,68.34684231,198.9209797,35
Male,70.92912508,203.3704632,35
Male,61.4778092,161.0287521,34
Male,68.49081272,189.8066818,32
Male,72.04988987,200.2028285,28
Male,72.52166703,221.8626503,33
Male,71.23391139,214.0601482,28
Male,72.25911519,201.7014216,28
Male,67.5650399,187.1870936,31
Male,72.26760699,196.5274669,32
Male,62.600248,151.7207037,28
Male,66.23643729,167.2975303,27
Male,69.65043741,198.843696,34
Male,69.28592141,178.789548,31
Male,70.72527874,193.5392521,27
Male,68.82861496,197.737905,29
Male,66.01442823,184.4618115,32
Male,66.41488206,155.1947717,29
Male,66.61562439,160.9919899,27
Male,68.03482178,189.0844617,41
Male,70.50239804,172.9857771,41
Male,69.15772949,195.8952569,49
Male,70.79502261,215.7464553,40
Male,65.19437712,166.7073731,50
Male,74.78571432,239.4643429,46
Male,71.06690628,184.2792458,50
Male,69.33419779,199.9838909,45
Male,69.89920395,191.4122311,44
Male,64.42519379,169.1094014,48
Male,67.8521307,194.7445225,41
Male,67.54906949,183.2665331,39
Male,74.76744684,210.3699087,43
Male,71.41894599,198.0424839,40
Male,67.12034439,172.6640904,39
Male,69.85958791,197.0708562,45
Male,68.43081339,190.50581,47
Male,67.93348261,184.5554831,47
Male,68.49534316,179.9298166,40
Male,65.24414341,159.5032198,51
Male,70.18535205,197.8845071,49
Male,71.10413316,217.2696052,42
Male,68.44757854,187.907426,54
Male,65.42057682,176.8616842,58
Male,67.70078811,185.1482021,62
Male,74.22306306,223.3080403,54
Male,71.16724587,206.9429818,61
Male,67.23077189,171.0169406,62
Male,67.88055919,175.222848,56
Male,67.37637547,173.3103956,54
Male,68.76124693,181.1259735,61
Male,71.7052725,202.6090083,57
Male,69.38099479,199.85092,55
Male,73.71652763,223.5147223,54
Male,69.45337621,219.2617067,55
Male,70.78628981,211.2160809,54
Male,71.76846374,200.798983,55
Male,69.34345396,208.8097753,62
Male,65.28602551,161.4200817,55
Male,70.92184441,207.8359446,56
Male,68.59666269,180.8312378,55
Male,68.60379643,176.8154762,61
Male,69.47874412,194.6037685,61
Male,65.93089621,163.0084317,57
Male,68.5233453,173.2706572,69
Male,73.92912413,215.6200354,81
Male,71.19793782,210.134529,66
Male,66.55658687,185.0423241,67
Male,71.74227623,187.9653554,64
Male,69.74482933,188.1811248,64
Male,66.75065413,179.5420171,70
Male,69.69242226,211.718429,72
Male,70.40351683,197.6921421,67
Male,69.01973611,186.287992,72
Male,64.73228716,166.1060724,64
Male,70.99807444,188.81177,46
Male,64.45981425,161.3787732,48
Male,69.74952258,193.4762588,46
Male,71.52684881,189.2822461,44
Male,68.32791586,207.7849246,47
Male,70.76472016,199.3230943,46
Male,71.41904963,209.8582566,47
Male,69.39047409,180.1754728,53
Male,72.00173222,196.2144145,38
Male,69.19147497,189.4388404,50
Male,66.16636328,165.5146074,46
Male,67.272143,182.3943347,47
Male,70.9158354,189.5576375,49
Male,69.11988779,189.6259141,48
Male,67.40902587,170.1913254,41
Male,72.93864904,216.0974547,49
Male,70.4909287,177.0677744,43
Male,69.00825946,196.0511888,43
Male,66.76210992,167.7004962,43
Male,69.12066373,179.6078701,52
Male,73.12626719,220.6614051,43
Male,67.4868239,164.2952413,40
Male,64.95507833,156.5447863,43
Male,67.78248907,183.681029,43
Male,67.6623988,170.3054935,47
Male,66.47639701,168.6272639,42
Male,72.9870702,209.6379745,48
Male,69.56323228,195.346027,40
Male,71.00356014,194.3226014,48
Male,69.91563736,219.3679167,51
Male,71.69714179,205.1617483,40
Male,67.64994086,178.8826337,44
Male,68.29555456,181.7249315,52
Male,68.68725567,203.5603338,44
Male,68.91577165,165.1558987,40
Male,68.96087967,197.9314296,47
Male,67.2472352,173.284033,50
Male,68.91586364,183.9477889,46
Male,65.8385445,139.5340469,42
Male,64.67107555,160.1885313,43
Male,66.29589772,163.6040022,40
Male,67.09758575,193.9551074,42
Male,66.99828973,189.8933425,49
Male,70.9619709,184.223932,40
Male,68.4208722,190.7955422,47
Male,67.65252759,188.2006794,50
Male,75.62019316,226.2077799,41
Male,70.54924202,197.8793731,44
Male,68.89083891,190.5134869,39
Male,68.28453192,176.2465834,43
Male,64.99507826,177.7270945,40
Male,65.57577154,173.6915922,49
Male,69.30608824,210.4636875,40
Male,65.70471542,170.1005633,40
Male,67.80399101,173.4598918,52
Male,69.21614731,184.9366903,23
Male,68.01500601,194.2869459,23
Male,61.92694894,149.1496848,24
Male,67.26636272,192.4707696,24
Male,67.67682185,179.750808,25
Male,69.97090362,202.863293,25
Male,65.31346154,163.3573315,26
Male,71.90600544,217.0277146,26
Male,66.23390404,183.1612325,26
Male,65.81494282,166.5836105,27
Male,72.84494786,205.2508892,27
Male,70.94944345,189.7030888,27
Male,71.34380763,218.5863364,28
Male,71.05566416,203.139433,28
Male,61.92554729,139.9050703,28
Male,68.76245756,196.2938059,30
Male,67.58394143,179.9370112,31
Male,67.36169467,164.1459224,31
Male,65.87915656,168.1748644,33
Male,68.69476215,189.7425419,33
Male,69.53486155,195.1703915,34
Male,66.63469083,190.4679588,34
Male,69.80990157,204.4265983,35
Male,68.67987369,196.1516228,35
Male,71.61517875,209.6707739,35
Male,69.68979533,190.9334005,35
Male,70.90108637,197.9448324,35
Male,68.00581399,186.7803378,35
Male,70.61574398,188.6638321,35
Male,71.57119416,176.3766428,35
Male,73.01286326,209.3294834,36
Male,60.74811787,136.1678657,36
Male,69.08211963,190.9351825,37
Male,69.33873763,191.4456543,37
Male,67.75713771,184.9382299,37
Male,76.02708186,232.313471,38
Male,72.22761616,201.778854,39
Male,68.92104135,188.3288071,39
Male,65.33492768,174.6556973,40
Male,65.93240345,183.9433388,40
Male,70.46668931,187.517442,40
Male,73.18104362,213.8474529,40
Male,68.55087969,175.2195188,40
Male,68.52940825,169.5448054,41
Male,63.59645542,144.5919224,41
Male,67.14424123,175.6791902,41
Male,70.81637062,197.1984016,41
Male,73.53028481,222.9259167,41
Male,66.14106892,165.4045453,42
Male,67.90684975,170.4172312,42
Male,71.43337582,216.6339997,42
Male,67.1126798,173.7075042,42
Male,73.28391797,217.8960397,42
Male,63.67258315,161.0131458,42
Male,69.2253203,193.7563258,42
Male,69.67012402,177.1191607,42
Male,70.48544817,204.8274497,43
Male,69.00467787,176.7318925,43
Male,68.45789401,192.7618857,43
Male,66.02473378,166.9610205,43
Male,69.31816913,186.7379955,44
Male,69.07774056,188.5061787,44
Male,73.56227037,208.3614918,44
Male,66.08768889,161.4958143,44
Male,73.52598433,214.9664592,47
Male,69.67906022,205.1334355,47
Male,66.67678112,183.1973068,47
Male,72.96166547,208.8950443,49
Male,68.24687214,207.9255765,49
Male,71.95662589,210.6638278,49
Male,71.05863335,204.2728377,50
Male,66.97694995,195.1987301,50
Male,68.47800208,190.6860225,51
Male,71.28444139,199.6353266,51
Male,64.98045629,166.8215473,51
Male,66.76188387,178.797509,52
Male,68.76616172,185.7721575,53
Male,68.99254357,193.7549909,54
Male,71.2951946,228.8005161,54
Male,69.0494784,192.3497017,54
Male,66.54148202,175.9834911,55
Male,68.51552345,176.1412392,55
Male,67.45971531,177.4825249,55
Male,71.35738241,201.7607769,55
Male,68.59040604,176.8430799,55
Male,69.73608671,185.5242604,56
Male,69.83385707,188.041029,56
Male,72.41058576,189.3844383,57
Male,65.43459687,166.096744,57
Male,66.26765677,170.2501787,58
Male,69.97430087,212.804259,58
Male,71.20919422,196.1455062,60
Male,69.93740019,202.2790697,62
Male,71.38602219,201.3320069,62
Male,64.58878167,158.4540944,63
Male,68.79298442,174.4894863,64
Male,68.44574673,183.7833827,65
Male,69.20157812,188.1035061,65
Male,69.42601731,176.1934298,65
Male,69.6062252,194.2007119,66
Male,72.88170697,194.1995089,67
Male,62.17833122,145.8988424,67
Male,68.87470662,191.8337092,68
Male,71.08008356,209.8535536,69
Male,72.18253412,201.2614644,70
Male,72.06275498,208.7818534,72
Male,67.38005789,182.6734054,72
Male,67.93463453,166.4350688,72
Male,70.80193026,193.3935426,74
Male,65.54912127,178.4481797,23
Male,70.19122448,205.9417907,22
Male,71.77899537,199.2098424,22
Male,68.13028842,192.0295666,26
Male,68.35948256,175.2608644,24
Male,66.09035701,170.0064451,24
Male,71.58012314,205.3475962,26
Male,73.53666772,196.0432951,25
Male,71.11553184,208.1452566,25
Male,70.79430255,202.8907578,23
Male,71.72906048,188.595024,26
Male,63.19653037,162.4297274,27
Male,68.10111341,182.8523991,32
Male,65.85609973,157.3174614,30
Male,68.3464565,178.6759921,35
Male,69.56022893,187.2174859,35
Male,68.72830407,171.6209666,34
Male,70.15827765,200.5341783,32
Male,68.92333665,193.9273604,28
Male,64.3001742,155.489729,33
Male,70.45563306,192.527905,28
Male,68.62406319,159.8624674,28
Male,69.66475174,176.2592744,31
Male,69.05888454,171.7089263,32
Male,67.22698623,181.7096189,28
Male,66.11579969,171.3866592,27
Male,68.61738735,179.1320246,34
Male,69.24901281,187.4693714,31
Male,69.64190618,182.0045223,27
Male,72.79702836,214.4740355,29
Male,75.04399507,208.526427,32
Male,70.97268413,190.2219929,29
Male,74.38801243,217.1437905,27
Male,64.36216387,156.0738985,41
Male,71.32700107,206.3851911,41
Male,67.17202444,178.1527814,49
Male,74.40167189,228.8383958,40
Male,63.86792096,174.4733629,50
Male,68.88599177,164.2149026,46
Male,72.13199022,212.1572757,50
Male,68.40372617,206.0149398,45
Male,65.09265639,167.433533,44
Male,69.22967912,195.2186397,48
Male,71.94778826,209.1754891,41
Male,67.46299066,182.3012856,39
Male,69.31290864,190.1851469,43
Male,63.73104817,160.3449039,40
Male,60.6798174,129.3010238,39
Male,70.66332308,195.6263191,45
Male,67.59403113,186.7514169,47
Male,74.64950788,227.5006451,47
Male,70.46707885,197.187532,40
Male,71.94401052,209.5562827,51
Male,74.02575081,209.7592721,49
Male,70.78222816,220.4367864,42
Male,64.72725696,169.207937,54
Male,68.38302408,185.8456168,58
Male,71.4692208,192.6914931,62
Male,66.94445374,177.0260878,54
Male,70.796979,199.9473831,61
Male,65.29243478,168.7102903,62
Male,61.75400983,123.528143,56
Male,62.48067131,160.2422382,54
Male,67.80567987,197.082611,61
Male,69.52599428,161.9709376,57
Male,72.50075663,201.6550559,55
Male,70.48529474,194.7861983,54
Male,66.68973599,162.5654067,55
Male,71.29191758,175.8109677,54
Male,71.7967672,209.3793102,55
Male,73.05634425,204.4603316,62
Male,68.85335437,210.8690842,55
Male,66.04544386,169.3262842,56
Male,73.98590142,223.326105,55
Male,69.25161788,192.9468911,61
Male,69.34065722,172.9048014,61
Male,70.97626497,191.5721536,57
Male,63.56127763,157.1195445,69
Male,69.77015095,182.7954943,81
Male,65.18847756,151.8869422,66
Male,69.97894082,193.3410828,67
Male,69.75059715,185.4279701,64
Male,71.17143115,195.3823108,64
Male,70.57200178,174.1968873,70
Male,65.65108952,164.6498139,72
Male,67.13841414,163.8450013,67
Male,65.91808694,174.7199581,72
Male,73.78663644,212.900556,64
Male,67.73725134,172.7942606,46
Male,65.54407625,171.9803313,48
Male,71.21391257,195.9234165,46
Male,65.59235403,174.8153485,44
Male,65.66755448,174.5668558,47
Male,61.97273588,140.2777497,46
Male,73.89993869,215.5597033,47
Male,72.34218364,215.8582339,53
Male,70.31169434,184.2438603,38
Male,67.11556435,168.2021671,50
Male,65.93248176,151.3846182,46
Male,67.22774502,185.9701609,47
Male,70.11434363,203.2417318,49
Male,74.84149972,223.9456703,48
Male,64.52730263,148.4721859,41
Male,70.05125469,207.1946473,49
Male,71.83316878,205.1930618,43
Male,72.83673969,209.4224843,43
Male,73.30186575,199.1669287,43
Male,66.39319245,165.0646095,52
Male,66.51516196,180.7605348,43
Male,69.27281261,202.2987602,40
Male,68.23195393,195.2619903,43
Male,70.41386903,184.2326617,43
Male,69.72688521,188.4537597,47
Male,65.51073389,157.2050253,42
Male,69.13726936,196.5523243,48
Male,73.6661888,208.3661793,40
Male,65.89275253,158.1849857,48
Male,68.35442896,184.598428,51
Male,70.42473053,197.9075211,40
Male,72.08020115,202.8672367,44
Male,71.71112479,199.080779,52
Male,65.72916187,156.2239585,44
Male,63.8983382,168.299538,40
Male,70.31600971,201.5106881,47
Male,65.78872979,174.5848799,50
Male,69.82746419,196.930792,46
Male,68.33115009,197.7567703,42
Male,67.74158927,165.6432833,43
Male,75.03388944,232.8861171,40
Male,73.40405852,192.7324047,42
Male,69.55476188,192.1816687,49
Male,64.53903978,157.1292772,40
Male,67.54676147,163.4952026,47
Male,73.09647798,205.157578,50
Male,66.55398107,171.4285919,41
Male,73.99160419,208.9645836,44
Male,70.86268806,209.759114,39
Male,71.5687337,206.2604578,43
Male,65.83839113,177.2116966,40
Male,70.27553366,211.7162538,49
Male,61.773522,149.5148392,40
Male,74.82494531,220.3363669,40
Male,71.60514585,192.4279136,52
Male,67.26010358,163.3865127,23
Male,70.92419443,199.7783726,23
Male,75.05966865,218.583688,24
Male,73.10087624,223.2064516,24
Male,70.66199203,217.9518826,25
Male,67.14466735,171.2077789,25
Male,67.12315343,147.5379562,26
Male,69.52494396,170.0371863,26
Male,65.22469166,160.8360745,26
Male,68.41046282,185.1277355,27
Male,68.7634637,177.0833882,27
Male,67.93686881,188.8840968,27
Male,69.23782869,159.2448862,28
Male,68.46572392,188.079276,28
Male,65.6942936,150.9606196,28
Male,69.43099805,172.3258812,30
Male,66.13539142,166.3638187,31
Male,70.87704813,186.3398244,31
Male,65.973065,187.6583791,33
Male,64.93911542,163.8801985,33
Male,68.36860332,196.9495064,34
Male,69.52555131,189.7073988,34
Male,66.45560214,188.9748473,35
Male,69.47458176,177.3439177,35
Male,68.7300987,184.130432,35
Male,73.78127448,221.2400958,35
Male,76.50188334,217.8823464,35
Male,71.22570192,199.182763,35
Male,64.50621045,164.5003666,35
Male,66.50381494,163.2698893,35
Male,69.21041304,187.6248203,36
Male,63.54636972,150.3466585,36
Male,69.73112843,202.7071024,37
Male,68.60820846,181.7248365,37
Male,71.46413025,206.5908567,37
Male,69.509488,203.9854155,38
Male,73.75963574,231.6086709,39
Male,68.27778676,195.1899302,39
Male,72.45463342,200.2900045,40
Male,70.76919327,195.3530575,40
Male,70.45214074,188.0988373,40
Male,68.90409885,194.6597698,40
Male,69.23842719,197.4120914,40
Male,67.27784728,156.4163422,41
Male,71.46376469,207.768535,41
Male,68.84063351,171.9211499,41
Male,71.40596471,216.9232912,41
Male,70.14487407,190.5853768,41
Male,70.67969103,206.1198392,42
Male,68.54111605,201.1088923,42
Male,71.43472691,206.5940588,42
Male,65.22082048,158.9871861,42
Male,70.77315142,208.2235661,42
Male,69.76009479,187.8120619,42
Male,63.96253068,168.3494568,42
Male,70.30416327,196.8350517,42
Male,70.31684922,205.5218858,43
Male,67.40540788,164.5743913,43
Male,67.12150305,167.1915272,43
Male,68.37757989,168.9973239,43
Male,69.57823897,184.2198182,44
Male,62.53225328,168.1533262,44
Male,69.33682153,184.1194153,44
Male,66.78746728,172.1754663,44
Male,75.39129223,218.6046973,47
Male,70.21362908,189.6582738,47
Male,71.10356362,196.7599362,47
Male,69.79388789,181.7231932,49
Male,66.47184446,175.3891518,49
Male,70.71371409,208.7104386,49
Male,63.61871729,162.6749752,50
Male,70.54927972,191.3188108,50
Male,67.40282109,192.6726758,51
Male,71.4351749,213.3377733,51
Male,68.59340514,187.4025309,51
Male,71.45232654,203.448273,52
Male,70.69878995,189.9854788,53
Male,71.39146448,197.3070586,54
Male,70.48564317,193.359947,54
Male,74.40818786,226.7010229,54
Male,63.40042323,185.188138,55
Male,68.39971912,171.3291085,55
Male,67.42985418,175.1243663,55
Male,70.81199997,196.2211135,55
Male,67.11027101,194.7523537,55
Male,67.7282199,184.4684504,56
Male,68.55083219,179.5567899,56
Male,68.61948497,192.6056386,57
Male,70.60576101,197.3412472,57
Male,67.08678122,164.1757008,58
Male,65.31170819,167.3277028,58
Male,69.92414675,185.8665843,60
Male,68.36463488,193.9817476,62
Male,70.86980492,205.8639345,62
Male,76.01230001,235.4379661,63
Male,67.96596781,176.9667279,64
Male,69.76508744,199.0264276,65
Male,69.56867239,200.7040517,65
Male,71.56001874,213.9785966,65
Male,70.95804927,201.6633373,66
Male,65.44092231,144.1320269,67
Male,70.97612452,202.603188,67
Male,67.99285124,183.9580892,68
Male,70.51851509,199.568441,69
Male,69.10919144,176.045407,70
Male,71.6055731,194.9325685,72
Male,69.88955858,203.5183265,72
Male,66.45689878,166.6846488,72
Male,70.29135418,207.5085426,74
Male,62.6199652,152.8529747,23
Male,66.62168183,146.2308047,22
Male,65.35028818,156.7613371,22
Male,71.60673989,209.9649432,26
Male,69.41291443,183.9021104,24
Male,69.89381359,200.7968545,24
Male,65.66595856,164.2156392,26
Male,64.40827325,154.6410416,25
Male,68.62688583,189.4492405,25
Male,69.60028264,176.5948886,23
Male,67.45323124,173.2722178,26
Male,68.1699946,185.2531099,27
Male,69.55361404,203.8110909,32
Male,65.74729799,182.0516903,30
Male,73.12239315,201.703778,35
Male,66.620926,177.8426553,35
Male,69.14590899,202.6281961,34
Male,65.96579505,186.2254307,32
Male,67.20326642,185.4540072,28
Male,65.45395717,175.844485,33
Male,73.03009203,209.5878005,28
Male,68.3172449,179.370856,28
Male,66.33428146,165.3682765,31
Male,72.36198348,198.2629703,32
Male,67.71742749,184.9318042,28
Male,70.4775913,200.2479962,27
Male,71.16299165,199.443989,34
Male,69.35477956,202.3322157,31
Male,70.09723765,201.993728,27
Male,69.2972917,197.3587607,29
Male,63.30996928,157.0035437,32
Male,67.88722989,183.3433272,29
Male,73.2029699,203.0231161,27
Male,73.1411551,193.9260342,41
Male,70.89598255,195.6013653,41
Male,72.14269267,214.8539253,49
Male,72.13277787,184.1471888,40
Male,71.20661874,193.74326,50
Male,66.25215051,170.1094996,46
Male,72.34158877,205.6996211,50
Male,68.06892211,166.2635001,45
Male,71.39730891,198.4067338,44
Male,65.72603205,169.6752603,48
Male,67.11044742,160.0502853,41
Male,72.21503491,204.9377601,39
Male,63.00978308,147.90182,43
Male,69.56915521,180.9498234,40
Male,70.40400168,217.8372448,39
Male,68.0302156,189.3616398,45
Male,69.77791032,176.0902893,47
Male,62.07863519,130.2772749,47
Male,65.83441968,159.3191151,40
Male,70.78093604,191.9681779,51
Male,69.57143021,182.1541392,49
Male,67.32706481,188.3517257,42
Male,67.81460188,191.7600018,54
Male,66.68224277,162.7669683,58
Male,69.63970875,197.5962131,62
Male,64.7742374,182.5898441,54
Male,73.96294107,200.0071609,61
Male,67.93338384,184.40952,62
Male,66.77003947,165.489768,56
Male,68.93635758,176.6521792,54
Male,76.43455871,228.8729906,61
Male,68.99614537,180.3509244,57
Male,73.50183962,225.9722183,55
Male,69.6031034,189.8166449,54
Male,72.06737999,202.2620741,55
Male,70.48922454,178.9187142,54
Male,67.03485056,167.0442331,55
Male,66.1841085,172.6376115,62
